"","...1","iso_code","region_group","income_group","country","survey","year","level","grade","category","sex","location","wealth","region","ethnicity","religion","language","disability","hh_edu_head","comp_prim_v2_m","comp_lowsec_v2_m","comp_upsec_v2_m","comp_prim_1524_m","comp_lowsec_1524_m","comp_upsec_2029_m","eduyears_2024_m","edu2_2024_m","edu4_2024_m","eduout_prim_m","eduout_lowsec_m","eduout_upsec_m","comp_prim_v2_no","comp_lowsec_v2_no","comp_upsec_v2_no","comp_prim_1524_no","comp_lowsec_1524_no","comp_upsec_2029_no","eduyears_2024_no","edu2_2024_no","edu4_2024_no","eduout_prim_no","eduout_lowsec_no","eduout_upsec_no","preschool_3_m","preschool_3_no","preschool_1ybefore_m","preschool_1ybefore_no","edu0_prim_m","edu0_prim_no","trans_prim_m","trans_prim_no","trans_lowsec_m","trans_lowsec_no","comp_higher_2yrs_2529_m","comp_higher_2yrs_2529_no","comp_higher_4yrs_2529_m","comp_higher_4yrs_2529_no","comp_higher_4yrs_3034_m","comp_higher_4yrs_3034_no","attend_higher_1822_m","attend_higher_1822_no","overage2plus_m","overage2plus_no","literacy_1524_m","literacy_1524_no","mlevel1_m","mlevel1_no","rlevel1_m","rlevel1_no","slevel1_m","slevel1_no","mlevel2_m","mlevel2_no","rlevel2_m","rlevel2_no","slevel2_m","slevel2_no","mlevel3_m","mlevel3_no","rlevel3_m","rlevel3_no","slevel3_m","slevel3_no","mlevel4_m","mlevel4_no","rlevel4_m","rlevel4_no","slevel4_m","slevel4_no"
"1827",113704,"QAT","Northern Africa and Western Asia","High income","Qatar","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6103,3572,0.6074,3661,0.7217,4360,0.3939,2315,0.3918,2383,0.4473,2676,0.2186,1283,0.2046,1273,0.2361,1403,0.094,557,0.0703,470,0.0923,545
"1828",113705,"ROU","Europe and Northern America","High income","Romania","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8382,2044,0.8716,2150,0.9077,2233,0.5996,1466,0.6434,1580,0.6303,1547,0.3253,788,0.3463,879,0.2776,689,0.1231,311,0.121,294,0.0667,172
"1829",113706,"ROU","Europe and Northern America","High income","Romania","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8371,2009,0.822,1976,0.8887,2154,0.6015,1429,0.582,1399,0.5987,1470,0.3272,783,0.2888,713,0.2507,621,0.1282,328,0.0877,227,0.0643,167
"1830",113707,"RUS","Europe and Northern America","High income","Russian Fed.","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9493,2936,0.979,3056,0.9722,3013,0.8056,2523,0.8803,2753,0.8202,2521,0.5392,1712,0.6243,1958,0.4991,1537,0.2662,832,0.3027,944,0.1819,576
"1831",113708,"RUS","Europe and Northern America","High income","Russian Fed.","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9493,2777,0.9516,2785,0.9686,2820,0.8159,2416,0.7936,2361,0.8166,2371,0.5725,1700,0.5068,1516,0.5138,1512,0.2963,891,0.2147,658,0.214,632
"1832",113709,"SGP","Eastern and South-eastern Asia","High income","Singapore","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9849,2916,0.9819,2904,0.9833,2910,0.9359,2758,0.9153,2677,0.9107,2679,0.8139,2370,0.7535,2154,0.7523,2177,0.6058,1690,0.4928,1342,0.5067,1421
"1833",113710,"SGP","Eastern and South-eastern Asia","High income","Singapore","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9744,3048,0.9622,2988,0.9749,3046,0.9137,2807,0.8634,2625,0.8977,2750,0.7869,2390,0.687,2025,0.7538,2253,0.5939,1743,0.4243,1229,0.5305,1529
"1834",113711,"SVK","Europe and Northern America","High income","Slovakia","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8804,2685,0.8981,2756,0.8966,2760,0.7212,2178,0.7473,2319,0.7053,2179,0.4837,1499,0.5011,1537,0.4194,1273,0.2314,724,0.2186,676,0.1615,511
"1835",113712,"SVK","Europe and Northern America","High income","Slovakia","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8868,2926,0.8271,2764,0.8843,2973,0.7244,2411,0.6147,2044,0.6813,2289,0.4913,1645,0.3476,1155,0.414,1391,0.2575,837,0.1322,443,0.1761,602
"1836",113713,"SVN","Europe and Northern America","High income","Slovenia","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9555,2731,0.982,2809,0.9728,2790,0.8391,2304,0.9109,2528,0.8625,2390,0.6263,1584,0.7204,1895,0.6353,1627,0.3467,830,0.4018,940,0.3331,771
"1837",113714,"SVN","Europe and Northern America","High income","Slovenia","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9568,3322,0.9402,3198,0.9662,3342,0.8386,2817,0.7904,2558,0.8382,2739,0.6234,1988,0.5324,1565,0.6005,1797,0.3672,1060,0.2434,635,0.3206,884
"1838",113715,"SWE","Europe and Northern America","High income","Sweden","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9374,2567,0.9649,2625,0.9437,2574,0.8036,2202,0.8774,2403,0.8016,2182,0.5705,1566,0.6799,1879,0.5582,1521,0.2955,800,0.3855,1057,0.275,747
"1839",113716,"SWE","Europe and Northern America","High income","Sweden","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9226,2535,0.9104,2483,0.924,2520,0.7798,2164,0.7551,2075,0.766,2102,0.5464,1507,0.5197,1401,0.5298,1433,0.3001,808,0.2647,706,0.2761,748
"1840",113717,"THA","Eastern and South-eastern Asia","Upper middle income","Thailand","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7702,3688,0.8788,4134,0.8863,4151,0.4691,2430,0.5701,2802,0.5544,2726,0.1999,1252,0.2219,1317,0.2198,1363,0.0604,480,0.0469,367,0.0511,443
"1841",113718,"THA","Eastern and South-eastern Asia","Upper middle income","Thailand","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7416,2743,0.746,2742,0.8482,3094,0.4532,1795,0.4088,1620,0.504,1949,0.2023,935,0.1466,725,0.1989,954,0.0652,409,0.0302,212,0.0502,367
"1842",113719,"TTO","Latin America and the Caribbean","High income","Trinidad/Tobago","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7543,1842,0.8735,2122,0.8574,2092,0.5193,1261,0.6678,1622,0.5865,1397,0.2787,665,0.4025,977,0.2969,705,0.1108,262,0.1606,361,0.1001,222
"1843",113720,"TTO","Latin America and the Caribbean","High income","Trinidad/Tobago","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6783,1559,0.7247,1628,0.7837,1767,0.4346,1005,0.4802,1107,0.4955,1146,0.233,558,0.2342,552,0.243,564,0.089,208,0.0703,182,0.0737,176
"1844",113721,"TUN","Northern Africa and Western Asia","Lower middle income","Tunisia","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5091,1494,0.68,2013,0.78,2301,0.2362,690,0.3268,965,0.3304,962,0.0799,226,0.0897,244,0.0681,177,0.0202,51,0.0114,32,NA,NA
"1845",113722,"TUN","Northern Africa and Western Asia","Lower middle income","Tunisia","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5448,1324,0.5575,1281,0.7871,1877,0.2702,646,0.2349,538,0.3536,849,0.0968,241,0.0555,126,0.084,196,0.0275,58,NA,NA,NA,NA
"1846",113723,"TUR","Northern Africa and Western Asia","Upper middle income","Turkey","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7588,2148,0.9076,2674,0.882,2600,0.4741,1318,0.6613,1897,0.5713,1626,0.2245,597,0.3298,911,0.2537,685,0.0633,156,0.0844,217,0.0551,139
"1847",113724,"TUR","Northern Africa and Western Asia","Upper middle income","Turkey","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7825,2321,0.8293,2453,0.8601,2544,0.4982,1455,0.5393,1557,0.5396,1558,0.2423,679,0.218,612,0.2314,636,0.0767,209,0.0421,111,0.0477,126
"1848",113725,"URY","Latin America and the Caribbean","High income","Uruguay","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7345,2360,0.8833,2796,0.8758,2756,0.4504,1461,0.6613,2115,0.5858,1855,0.1992,642,0.3684,1203,0.2656,861,0.0591,179,0.1313,445,0.069,220
"1849",113726,"URY","Latin America and the Caribbean","High income","Uruguay","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7579,2268,0.8026,2366,0.8767,2541,0.5036,1493,0.5532,1633,0.5991,1754,0.2683,842,0.2909,861,0.3159,954,0.1001,326,0.1041,329,0.1062,338
"1850",113727,"VNM","Eastern and South-eastern Asia","Lower middle income","Viet Nam","PISA",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9598,2923,0.9913,3022,0.9981,3036,0.8251,2515,0.9115,2788,0.9474,2885,0.5551,1658,0.6069,1861,0.7008,2101,0.2715,814,0.2167,639,0.3197,931
"1851",113728,"VNM","Eastern and South-eastern Asia","Lower middle income","Viet Nam","PISA",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9494,2670,0.9725,2720,0.9971,2778,0.7921,2277,0.8092,2316,0.9339,2631,0.5346,1557,0.4632,1359,0.6738,1925,0.2787,802,0.1508,445,0.3233,926
"1852",119853,"ECU","Latin America and the Caribbean","Upper middle income","Ecuador","PISA-D",2014,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5502,1512,0.8357,2349,0.796,2228,0.2398,648,0.5179,1422,0.3876,1061,0.0638,170,0.2049,549,0.0951,240,NA,NA,0.0457,114,NA,NA
"1853",119854,"ECU","Latin America and the Caribbean","Upper middle income","Ecuador","PISA-D",2014,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6503,1889,0.8062,2329,0.8421,2446,0.34,990,0.4712,1345,0.4665,1314,0.1127,311,0.187,528,0.1501,383,0.017,56,0.039,99,0.0182,55
"1854",119855,"GTM","Latin America and the Caribbean","Upper middle income","Guatemala","PISA-D",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3232,818,0.6938,1753,0.6589,1642,0.0965,217,0.3258,813,0.2138,501,NA,NA,0.0876,209,0.0302,63,NA,NA,NA,NA,NA,NA
"1855",119856,"GTM","Latin America and the Caribbean","Upper middle income","Guatemala","PISA-D",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1102,0.6472,1767,0.6915,1941,0.1153,332,0.2755,771,0.2415,682,0.0192,61,0.0618,198,0.0365,112,NA,NA,NA,NA,NA,NA
"1856",119857,"HND","Latin America and the Caribbean","Lower middle income","Honduras","PISA-D",2016,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3637,959,0.6971,1801,0.6882,1804,0.124,320,0.313,833,0.218,582,0.0287,81,0.082,224,0.0334,100,NA,NA,0.0118,36,NA,NA
"1857",119858,"HND","Latin America and the Caribbean","Lower middle income","Honduras","PISA-D",2016,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,1060,0.655,1476,0.7264,1637,0.1886,456,0.2789,651,0.2705,636,0.054,139,0.0765,191,0.0532,143,NA,NA,0.0117,33,NA,NA
"1858",119859,"KHM","Eastern and South-eastern Asia","Lower middle income","Cambodia","PISA-D",2016,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3197,862,0.4724,1211,0.4883,1231,0.0904,264,0.0879,251,0.0498,138,0.0115,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859",119860,"KHM","Eastern and South-eastern Asia","Lower middle income","Cambodia","PISA-D",2016,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3464,785,0.3675,814,0.4578,1060,0.1085,257,0.0602,143,0.0539,117,0.0184,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860",119861,"PRY","Latin America and the Caribbean","Upper middle income","Paraguay","PISA-D",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285,677,0.6906,1646,0.611,1461,0.0601,129,0.3429,824,0.2245,530,NA,NA,0.1085,251,0.036,74,NA,NA,0.0146,33,NA,NA
"1861",119862,"PRY","Latin America and the Caribbean","Upper middle income","Paraguay","PISA-D",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3706,902,0.6178,1469,0.6321,1480,0.1069,272,0.3004,752,0.2511,647,NA,NA,0.0902,224,0.049,126,NA,NA,0.0119,31,NA,NA
"1862",119863,"SEN","Sub-Saharan Africa","Lower middle income","Senegal","PISA-D",2015,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2296,639,0.3095,905,0.2909,821,0.0717,200,0.0913,247,0.0451,111,0.019,52,0.0227,63,NA,NA,NA,NA,NA,NA,NA,NA
"1863",119864,"SEN","Sub-Saharan Africa","Lower middle income","Senegal","PISA-D",2015,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2566,631,0.31,755,0.2864,705,0.0834,215,0.0811,214,0.0385,85,0.0185,49,0.0186,41,NA,NA,NA,NA,NA,NA,NA,NA
"1864",119865,"ZMB","Sub-Saharan Africa","Lower middle income","Zambia","PISA-D",2014,"end of lower secondary",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1101,338,0.234,697,0.3152,890,0.0263,83,0.0648,200,0.066,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865",119866,"ZMB","Sub-Saharan Africa","Lower middle income","Zambia","PISA-D",2014,"end of lower secondary",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0868,275,0.1637,521,0.2673,758,0.0194,64,0.0352,124,0.0491,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866",120572,"ARG","Latin America and the Caribbean","Upper middle income","Argentina","TERCE",2013,"early grades",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5969,1147,0.5668,1096,NA,NA,0.3532,676,0.3471,650,NA,NA,0.0917,179,0.1067,208,NA,NA
"1867",120573,"ARG","Latin America and the Caribbean","Upper middle income","Argentina","TERCE",2013,"early grades",1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6413,1202,0.6516,1198,NA,NA,0.3846,718,0.4331,810,NA,NA,0.0959,194,0.1404,273,NA,NA
"1868",120653,"BRA","Latin America and the Caribbean","Upper middle income","Brazil","TERCE",2013,"early grades",1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6043,1120,0.5919,1054,NA,NA,0.3961,764,0.3742,685,NA,NA,0.1298,275,0.1159,244,NA,NA
